month,customer_id,plan,seats,mrr
2026-10,C0101,pro,3,297
2026-10,C0015,pro,3,297
2026-10,C0633,pro,5,495
2026-10,C0645,pro,2,198
2026-10,C0374,pro,3,297
2026-10,C0673,pro,3,297
2026-10,C0477,pro,5,495
2026-10,C0622,pro,5,495
2026-10,C0343,pro,3,297
2026-10,C0133,pro,4,396
2026-10,C0125,pro,4,396
2026-10,C0404,pro,4,396
2026-10,C0402,pro,3,297
2026-10,C0564,pro,4,396
2026-10,C0266,pro,3,297
2026-10,C0417,pro,4,396
2026-10,C0089,pro,4,396
2026-10,C0345,pro,3,297
2026-10,C0020,pro,2,198
2026-10,C0059,pro,3,297
2026-10,C0086,pro,6,594
2026-10,C0135,pro,2,198
2026-10,C0681,pro,3,297
2026-10,C0033,pro,3,297
2026-10,C0284,pro,5,495
2026-10,C0398,pro,3,297
2026-10,C0427,pro,5,495
2026-10,C0696,pro,5,495
2026-10,C0433,pro,3,297
2026-10,C0218,pro,3,297
2026-10,C0534,pro,4,396
2026-10,C0612,pro,2,198
2026-10,C0421,pro,4,396
2026-10,C0409,pro,4,396
2026-10,C0661,pro,3,297
2026-10,C0597,pro,4,396
2026-10,C0388,pro,3,297
2026-10,C0045,pro,3,297
2026-10,C0494,pro,2,198
2026-10,C0627,pro,3,297
2026-10,C0052,pro,3,297
2026-10,C0640,pro,3,297
2026-10,C0678,pro,4,396
2026-10,C0044,pro,4,396
2026-10,C0521,pro,4,396
2026-10,C0032,pro,4,396
2026-10,C0287,pro,4,396
2026-10,C0511,pro,4,396
2026-10,C0221,pro,4,396
2026-10,C0524,pro,5,495
2026-10,C0472,pro,3,297
2026-10,C0556,pro,4,396
2026-10,C0077,pro,3,297
2026-10,C0692,pro,4,396
2026-10,C0445,pro,4,396
2026-10,C0481,pro,4,396
2026-10,C0571,pro,3,297
2026-10,C0341,pro,5,495
2026-10,C0064,pro,4,396
2026-10,C0497,pro,3,297
2026-10,C0139,pro,3,297
2026-10,C0066,pro,3,297
2026-10,C0698,pro,5,495
2026-10,C0476,pro,5,495
2026-10,C0649,pro,3,297
2026-10,C0432,pro,3,297
2026-10,C0451,pro,3,297
2026-10,C0522,pro,2,198
2026-10,C0542,pro,4,396
2026-10,C0656,pro,3,297
2026-10,C0501,pro,3,297
2026-10,C0552,pro,4,396
2026-10,C0111,pro,5,495
2026-10,C0247,pro,5,495
2026-10,C0093,pro,3,297
2026-10,C0599,pro,3,297
2026-10,C0193,pro,4,396
2026-10,C0356,pro,5,495
2026-10,C0228,pro,3,297
2026-10,C0270,pro,3,297
2026-10,C0574,pro,3,297
2026-10,C0411,pro,2,198
2026-10,C0468,pro,3,297
2026-10,C0400,pro,4,396
2026-10,C0655,pro,3,297
2026-10,C0202,pro,4,396
2026-10,C0150,pro,5,495
2026-10,C0373,pro,3,297
2026-10,C0006,pro,3,297
2026-10,C0243,pro,5,495
2026-10,C0063,pro,3,297
2026-10,C0457,pro,4,396
2026-10,C0695,pro,4,396
2026-10,C0337,pro,4,396
2026-10,C0364,pro,5,495
2026-10,C0484,pro,3,297
2026-10,C0298,pro,5,495
2026-10,C0065,pro,3,297
2026-10,C0395,pro,5,495
2026-10,C0226,pro,3,297
2026-10,C0460,pro,3,297
2026-10,C0693,pro,4,396
2026-10,C0195,pro,2,198
2026-10,C0250,pro,3,297
2026-10,C0387,pro,5,495
2026-10,C0654,pro,3,297
2026-10,C0038,pro,5,495
2026-10,C0096,pro,4,396
2026-10,C0567,pro,3,297
2026-10,C0665,pro,3,297
2026-10,C0509,pro,2,198
2026-10,C0639,pro,5,495
2026-10,C0668,pro,5,495
2026-10,C0159,pro,5,495
2026-10,C0308,pro,2,198
2026-10,C0262,pro,3,297
2026-10,C0437,pro,2,198
2026-10,C0562,pro,1,99
2026-10,C0664,pro,1,99
2026-10,C0549,pro,2,198
2026-10,C0510,pro,3,297
2026-10,C0384,pro,3,297
2026-10,C0145,pro,3,297
2026-10,C0615,pro,5,495
2026-10,C0420,pro,3,297
2026-10,C0530,pro,3,297
2026-10,C0227,pro,3,297
2026-10,C0282,pro,4,396
2026-10,C0694,pro,3,297
2026-10,C0040,pro,5,495
2026-10,C0327,pro,2,198
2026-10,C0361,pro,3,297
2026-10,C0144,pro,3,297
2026-10,C0199,pro,1,99
2026-10,C0118,pro,3,297
2026-10,C0029,pro,2,198
2026-10,C0658,pro,5,495
2026-10,C0620,pro,3,297
2026-10,C0279,pro,5,495
2026-10,C0323,pro,2,198
2026-10,C0047,pro,4,396
2026-10,C0143,pro,3,297
2026-10,C0229,pro,3,297
2026-10,C0594,pro,4,396
2026-10,C0317,pro,3,297
2026-10,C0355,pro,4,396
2026-10,C0276,pro,4,396
2026-10,C0132,pro,3,297
2026-10,C0496,pro,3,297
2026-10,C0023,pro,4,396
2026-10,C0463,pro,2,198
2026-10,C0581,pro,4,396
2026-10,C0512,pro,5,495
2026-10,C0190,pro,4,396
2026-10,C0636,pro,5,495
2026-10,C0107,pro,3,297
2026-10,C0561,pro,4,396
2026-10,C0016,pro,4,396
2026-10,C0469,pro,4,396
2026-10,C0288,pro,3,297
2026-10,C0625,pro,3,297
2026-10,C0621,pro,3,297
2026-10,C0479,pro,4,396
2026-10,C0474,pro,2,198
2026-10,C0253,pro,3,297
2026-10,C0035,pro,4,396
2026-10,C0462,pro,4,396
2026-10,C0676,pro,4,396
2026-10,C0517,pro,4,396
2026-10,C0157,pro,3,297
2026-10,C0646,pro,3,297
2026-10,C0302,pro,3,297
2026-10,C0342,pro,3,297
2026-10,C0375,pro,3,297
2026-10,C0683,pro,4,396
2026-10,C0286,pro,5,495
2026-10,C0650,pro,3,297
2026-10,C0483,pro,4,396
2026-10,C0657,pro,2,198
2026-10,C0082,pro,3,297
2026-10,C0396,pro,2,198
2026-10,C0295,pro,4,396
2026-10,C0142,pro,4,396
2026-10,C0632,pro,4,396
2026-10,C0242,pro,3,297
2026-10,C0690,pro,4,396
2026-10,C0419,pro,3,297
2026-10,C0223,pro,5,495
2026-10,C0219,pro,5,495
2026-10,C0272,pro,3,297
2026-10,C0601,pro,2,198
2026-10,C0609,pro,3,297
2026-10,C0442,pro,4,396
2026-10,C0372,pro,3,297
2026-10,C0175,pro,4,396
2026-10,C0652,pro,3,297
2026-10,C0603,pro,4,396
2026-10,C0156,pro,1,99
2026-10,C0049,pro,2,198
2026-10,C0100,pro,3,297
2026-10,C0010,pro,3,297
2026-10,C0121,pro,3,297
2026-10,C0377,pro,3,297
2026-10,C0513,pro,4,396
2026-10,C0188,pro,2,198
2026-10,C0206,pro,4,396
2026-10,C0577,pro,4,396
2026-10,C0099,pro,4,396
2026-10,C0684,pro,4,396
2026-10,C0297,pro,3,297
2026-10,C0498,pro,3,297
2026-10,C0697,pro,4,396
2026-10,C0036,pro,4,396
2026-10,C0346,pro,2,198
2026-10,C0423,pro,2,198
2026-10,C0307,pro,3,297
2026-10,C0614,pro,4,396
2026-10,C0081,pro,3,297
2026-10,C0001,pro,3,297
2026-10,C0379,pro,5,495
2026-10,C0057,pro,3,297
2026-10,C0385,pro,4,396
2026-10,C0334,pro,6,594
2026-10,C0537,pro,3,297
2026-10,C0547,pro,2,198
2026-10,C0378,pro,3,297
2026-10,C0399,pro,3,297
2026-10,C0018,pro,4,396
2026-10,C0031,pro,3,297
2026-10,C0198,pro,4,396
2026-10,C0452,pro,3,297
2026-10,C0177,pro,5,495
2026-10,C0492,pro,4,396
2026-10,C0667,pro,5,495
2026-10,C0230,pro,2,198
2026-10,C0013,pro,3,297
2026-10,C0147,pro,3,297
2026-10,C0520,pro,4,396
2026-10,C0365,pro,4,396
2026-10,C0605,pro,3,297
2026-10,C0675,pro,5,495
2026-10,C0499,pro,3,297
2026-10,C0595,pro,3,297
2026-10,C0208,pro,3,297
2026-10,C0430,pro,5,495
2026-10,C0312,pro,4,396
2026-10,C0464,pro,3,297
2026-10,C0544,pro,2,198
2026-10,C0424,pro,3,297
2026-10,C0591,pro,3,297
2026-10,C0413,pro,3,297
2026-10,C0680,pro,3,297
2026-10,C0240,pro,3,297
2026-10,C0532,pro,3,297
2026-10,C0151,pro,4,396
2026-10,C0376,pro,4,396
2026-10,C0108,pro,3,297
2026-10,C0148,pro,5,495
2026-10,C0338,pro,4,396
2026-10,C0167,pro,4,396
2026-10,C0699,pro,3,297
2026-10,C0617,pro,2,198
2026-10,C0354,pro,3,297
2026-10,C0369,pro,4,396
2026-10,C0358,pro,3,297
2026-10,C0309,pro,3,297
2026-10,C0628,pro,2,198
2026-10,C0310,pro,4,396
2026-10,C0124,pro,4,396
2026-10,C0008,pro,5,495
2026-10,C0087,pro,4,396
2026-10,C0030,pro,2,198
2026-10,C0566,pro,4,396
2026-10,C0461,pro,4,396
2026-10,C0386,pro,5,495
2026-10,C0222,pro,5,495
2026-10,C0582,pro,5,495
2026-10,C0344,pro,5,495
2026-10,C0407,pro,3,297
2026-10,C0169,pro,4,396
2026-10,C0611,pro,3,297
2026-10,C0366,pro,3,297
2026-10,C0050,pro,4,396
2026-10,C0579,pro,3,297
2026-10,C0653,pro,2,198
2026-10,C0170,pro,3,297
2026-10,C0162,pro,4,396
2026-10,C0067,pro,2,198
2026-10,C0383,pro,3,297
2026-10,C0283,pro,4,396
2026-10,C0293,pro,3,297
2026-10,C0691,pro,3,297
2026-10,C0225,pro,4,396
2026-10,C0669,pro,3,297
2026-10,C0660,pro,3,297
2026-10,C0422,pro,2,198
2026-10,C0012,pro,3,297
2026-10,C0259,pro,5,495
2026-10,C0428,pro,3,297
2026-10,C0316,pro,5,495
2026-10,C0368,pro,3,297
2026-10,C0021,pro,4,396
2026-10,C0443,pro,6,594
2026-10,C0647,pro,5,495
2026-10,C0194,pro,4,396
2026-10,C0434,pro,1,99
2026-10,C0258,pro,3,297
2026-10,C0210,pro,1,99
2026-10,C0502,pro,1,99
2026-10,C0584,pro,3,297
2026-10,C0114,pro,3,297
2026-10,C0558,pro,5,495
2026-10,C0137,pro,3,297
2026-10,C0321,pro,3,297
2026-10,C0589,pro,4,396
2026-10,C0255,pro,4,396
2026-10,C0426,pro,3,297
2026-10,C0503,pro,3,297
2026-10,C0568,pro,3,297
2026-10,C0076,pro,4,396
2026-10,C0097,pro,4,396
2026-10,C0235,pro,5,495
2026-10,C0392,pro,5,495
2026-10,C0306,pro,4,396
2026-10,C0328,pro,4,396
2026-10,C0335,pro,3,297
2026-10,C0596,pro,2,198
2026-10,C0357,pro,2,198
2026-10,C0416,pro,2,198
2026-10,C0105,pro,2,198
2026-10,C0631,pro,1,99
2026-10,C0466,pro,2,198
2026-10,C0204,pro,4,396
2026-10,C0559,pro,4,396
2026-10,C0590,pro,3,297
2026-10,C0136,pro,2,198
2026-10,C0455,pro,4,396
2026-10,C0126,pro,2,198
2026-10,C0160,pro,3,297
2026-10,C0326,pro,3,297
2026-10,C0585,pro,3,297
2026-10,C0619,pro,3,297
2026-10,C0123,pro,5,495
2026-10,C0025,pro,1,99
2026-10,C0500,pro,4,396
2026-10,C0155,pro,3,297
2026-10,C0320,pro,3,297
2026-10,C0246,pro,3,297
2026-10,C0444,pro,5,495
2026-10,C0539,pro,1,99
2026-10,C0613,pro,2,198
2026-10,C0048,pro,5,495
2026-10,C0189,pro,4,396
2026-10,C0305,pro,2,198
2026-10,C0324,pro,4,396
2026-10,C0408,pro,4,396
2026-10,C0514,pro,4,396
2026-10,C0138,pro,5,495
2026-10,C0495,pro,2,198
2026-10,C0415,pro,5,495
2026-10,C0351,pro,4,396
2026-10,C0550,pro,4,396
2026-10,C0607,pro,5,495
2026-10,C0053,pro,3,297
2026-10,C0393,pro,4,396
2026-10,C0543,pro,4,396
2026-10,C0531,pro,4,396
2026-10,C0041,pro,2,198
2026-10,C0095,pro,2,198
2026-10,C0688,pro,4,396
2026-10,C0037,pro,3,297
2026-10,C0192,pro,4,396
2026-10,C0289,pro,5,495
2026-10,C0130,pro,5,495
2026-10,C0299,pro,3,297
2026-10,C0583,pro,2,198
2026-10,C0638,pro,4,396
2026-10,C0533,pro,4,396
2026-10,C0367,pro,3,297
2026-10,C0078,pro,3,297
2026-10,C0493,pro,3,297
2026-10,C0526,pro,4,396
2026-10,C0062,pro,3,297
2026-10,C0164,pro,5,495
2026-10,C0546,pro,4,396
2026-10,C0245,pro,3,297
2026-10,C0110,pro,5,495
2026-10,C0480,pro,2,198
2026-10,C0256,pro,5,495
2026-10,C0487,pro,6,594
2026-10,C0527,pro,4,396
2026-10,C0271,pro,4,396
2026-10,C0587,pro,2,198
2026-10,C0608,pro,4,396
2026-10,C0004,pro,3,297
2026-10,C0700,pro,4,396
2026-10,C0644,pro,2,198
2026-10,C0233,pro,3,297
2026-10,C0491,pro,3,297
2026-10,C0425,pro,3,297
2026-10,C0200,pro,2,198
2026-10,C0482,pro,4,396
2026-10,C0663,pro,2,198
2026-10,C0504,pro,4,396
2026-10,C0523,pro,2,198
2026-10,C0629,pro,3,297
2026-10,C0418,pro,3,297
2026-10,C0674,pro,2,198
2026-10,C0017,pro,3,297
2026-10,C0075,pro,4,396
2026-10,C0117,pro,5,495
2026-10,C0165,pro,4,396
2026-10,C0618,pro,3,297
2026-10,C0244,pro,4,396
2026-10,C0340,pro,6,594
2026-10,C0626,pro,2,198
2026-10,C0575,pro,2,198
2026-10,C0019,pro,2,198
2026-10,C0319,pro,4,396
2026-10,C0026,pro,3,297
2026-10,C0515,pro,3,297
2026-10,C0349,pro,4,396
2026-10,C0362,pro,2,198
2026-10,C0659,pro,4,396
2026-10,C0391,pro,5,495
2026-10,C0648,pro,2,198
2026-10,C0051,pro,4,396
2026-10,C0280,pro,4,396
2026-10,C0060,pro,3,297
2026-10,C0234,pro,4,396
2026-10,C0686,pro,3,297
2026-10,C0294,pro,2,198
2026-10,C0152,pro,2,198
2026-10,C0054,pro,4,396
2026-10,C0507,pro,4,396
2026-10,C0440,pro,4,396
2026-10,C0363,pro,4,396
2026-10,C0623,pro,3,297
2026-10,C0022,pro,5,495
2026-10,C0115,pro,3,297
2026-10,C0489,pro,5,495
2026-10,C0454,pro,3,297
2026-10,C0412,pro,5,495
2026-10,C0624,pro,5,495
2026-10,C0339,pro,4,396
2026-10,C0005,pro,3,297
2026-10,C0122,pro,3,297
2026-10,C0094,pro,3,297
2026-10,C0191,pro,3,297
2026-10,C0435,pro,4,396
2026-10,C0043,pro,3,297
2026-10,C0600,pro,2,198
2026-10,C0024,pro,6,594
2026-10,C0153,pro,5,495
2026-10,C0007,pro,4,396
2026-10,C0180,pro,4,396
2026-10,C0281,pro,4,396
2026-10,C0248,pro,4,396
2026-10,C0403,pro,2,198
2026-10,C0285,pro,4,396
2026-10,C0213,pro,3,297
2026-10,C0231,pro,4,396
2026-10,C0641,pro,5,495
2026-10,C0072,pro,3,297
2026-10,C0602,pro,2,198
2026-10,C0179,pro,1,99
2026-10,C0134,pro,3,297
2026-10,C0586,pro,3,297
2026-10,C0438,pro,2,198
2026-10,C0220,pro,3,297
2026-10,C0637,pro,4,396
2026-10,C0196,pro,2,198
2026-10,C0553,pro,4,396
2026-10,C0634,pro,5,495
2026-10,C0672,pro,3,297
2026-10,C0429,pro,3,297
2026-10,C0241,pro,2,198
2026-10,C0322,pro,5,495
2026-10,C0485,pro,3,297
2026-10,C0635,pro,1,99
2026-10,C0237,pro,2,198
2026-10,C0352,pro,2,198
2026-10,C0540,pro,5,495
2026-10,C0183,pro,3,297
2026-10,C0128,pro,3,297
2026-10,C0080,pro,3,297
2026-10,C0055,pro,1,99
2026-10,C0490,pro,5,495
2026-10,C0505,pro,2,198
2026-10,C0525,pro,3,297
2026-10,C0604,pro,4,396
2026-10,C0616,pro,3,297
2026-10,C0666,pro,3,297
2026-10,C0178,pro,5,495
2026-10,C0528,pro,4,396
2026-10,C0140,pro,4,396
2026-10,C0146,pro,2,198
2026-10,C0570,pro,5,495
2026-10,C0207,pro,3,297
2026-10,C0090,pro,3,297
2026-10,C0406,pro,3,297
2026-10,C0593,pro,2,198
2026-10,C0390,pro,4,396
2026-10,C0381,pro,2,198
2026-10,C0630,pro,5,495
2026-10,C0350,pro,3,297
2026-10,C0360,pro,2,198
2026-10,C0212,pro,4,396
2026-10,C0478,pro,4,396
2026-10,C0079,pro,2,198
2026-10,C0215,pro,3,297
2026-10,C0009,pro,4,396
2026-10,C0551,pro,5,495
2026-10,C0098,pro,4,396
2026-10,C0592,pro,5,495
2026-10,C0471,pro,4,396
2026-10,C0679,pro,3,297
2026-10,C0325,pro,3,297
2026-10,C0588,pro,3,297
2026-10,C0687,pro,3,297
2026-10,C0548,pro,4,396
2026-10,C0685,pro,3,297
2026-10,C0061,pro,3,297
2026-10,C0214,pro,5,495
2026-10,C0211,pro,5,495
2026-10,C0166,pro,5,495
2026-10,C0554,pro,4,396
2026-10,C0578,pro,3,297
2026-10,C0236,pro,3,297
2026-10,C0677,pro,4,396
2026-10,C0149,pro,4,396
2026-10,C0102,pro,5,495
2026-10,C0563,pro,4,396
2026-10,C0103,pro,5,495
2026-10,C0171,pro,2,198
2026-10,C0353,pro,5,495
2026-10,C0682,pro,4,396
2026-10,C0201,pro,4,396
2026-10,C0014,pro,3,297
2026-10,C0370,pro,3,297
2026-10,C0643,pro,4,396
2026-10,C0252,pro,2,198
2026-10,C0300,pro,2,198
2026-10,C0347,pro,4,396
2026-10,C0088,pro,3,297
2026-10,C0056,pro,4,396
2026-10,C0224,pro,3,297
2026-10,C0689,pro,3,297
2026-10,C0264,pro,4,396
2026-10,C0314,pro,4,396
2026-10,C0263,pro,5,495
2026-10,C0158,pro,3,297
2026-10,C0161,pro,3,297
2026-10,C0277,pro,3,297
2026-10,C0670,pro,4,396
2026-10,C0560,pro,3,297
2026-10,C0380,pro,2,198
2026-10,C0333,pro,4,396
2026-10,C0405,pro,3,297
2026-10,C0184,pro,3,297
2026-10,C0545,pro,3,297
2026-10,C0662,pro,3,297
2026-10,C0467,pro,3,297
2026-10,C0475,pro,3,297
2026-10,C0508,pro,4,396
2026-10,C0459,pro,3,297
2026-10,C0119,pro,4,396
2026-10,C0580,pro,3,297
2026-10,C0671,pro,3,297
2026-10,C0431,pro,3,297
2026-10,C0519,pro,6,594
2026-10,C0274,pro,5,495
2026-10,C0275,pro,3,297
2026-10,C0470,pro,3,297
2026-10,C0506,pro,3,297
2026-10,C0318,pro,6,594
2026-10,C0332,pro,3,297
2026-10,C0465,pro,3,297
2026-10,C0642,pro,4,396
2026-10,C0651,pro,4,396
2026-10,C0232,pro,4,396
2026-10,C0538,pro,4,396
2026-10,C0084,pro,3,297
2026-11,C0721,pro,4,396
2026-11,C0557,pro,3,297
2026-11,C0573,pro,2,198
2026-11,C0129,pro,3,297
2026-11,C0610,pro,4,396
2026-11,C0251,pro,3,297
2026-11,C0728,pro,4,396
2026-11,C0106,pro,3,297
2026-11,C0261,pro,4,396
2026-11,C0315,pro,3,297
2026-11,C0606,pro,4,396
2026-11,C0382,pro,4,396
2026-11,C0458,pro,5,495
2026-11,C0516,pro,2,198
2026-11,C0101,pro,2,198
2026-11,C0015,pro,4,396
2026-11,C0633,pro,2,198
2026-11,C0645,pro,5,495
2026-11,C0374,pro,2,198
2026-11,C0673,pro,4,396
2026-11,C0477,pro,3,297
2026-11,C0622,pro,4,396
2026-11,C0343,pro,3,297
2026-11,C0133,pro,5,495
2026-11,C0125,pro,5,495
2026-11,C0404,pro,4,396
2026-11,C0402,pro,4,396
2026-11,C0564,pro,3,297
2026-11,C0266,pro,3,297
2026-11,C0417,pro,3,297
2026-11,C0089,pro,3,297
2026-11,C0345,pro,3,297
2026-11,C0711,pro,3,297
2026-11,C0020,pro,5,495
2026-11,C0059,pro,2,198
2026-11,C0086,pro,4,396
2026-11,C0135,pro,5,495
2026-11,C0681,pro,4,396
2026-11,C0033,pro,4,396
2026-11,C0712,pro,5,495
2026-11,C0284,pro,3,297
2026-11,C0398,pro,5,495
2026-11,C0427,pro,4,396
2026-11,C0696,pro,3,297
2026-11,C0433,pro,3,297
2026-11,C0218,pro,4,396
2026-11,C0534,pro,3,297
2026-11,C0612,pro,4,396
2026-11,C0421,pro,3,297
2026-11,C0409,pro,4,396
2026-11,C0661,pro,1,99
2026-11,C0597,pro,1,99
2026-11,C0388,pro,4,396
2026-11,C0045,pro,3,297
2026-11,C0494,pro,4,396
2026-11,C0627,pro,4,396
2026-11,C0052,pro,3,297
2026-11,C0640,pro,2,198
2026-11,C0678,pro,5,495
2026-11,C0044,pro,2,198
2026-11,C0521,pro,3,297
2026-11,C0032,pro,2,198
2026-11,C0287,pro,5,495
2026-11,C0511,pro,3,297
2026-11,C0221,pro,5,495
2026-11,C0524,pro,5,495
2026-11,C0472,pro,5,495
2026-11,C0556,pro,3,297
2026-11,C0077,pro,5,495
2026-11,C0692,pro,4,396
2026-11,C0723,pro,3,297
2026-11,C0445,pro,3,297
2026-11,C0481,pro,3,297
2026-11,C0571,pro,5,495
2026-11,C0341,pro,2,198
2026-11,C0064,pro,4,396
2026-11,C0497,pro,3,297
2026-11,C0139,pro,3,297
2026-11,C0066,pro,2,198
2026-11,C0698,pro,7,693
2026-11,C0714,pro,2,198
2026-11,C0708,pro,4,396
2026-11,C0476,pro,4,396
2026-11,C0649,pro,4,396
2026-11,C0738,pro,5,495
2026-11,C0432,pro,4,396
2026-11,C0451,pro,3,297
2026-11,C0522,pro,4,396
2026-11,C0542,pro,4,396
2026-11,C0656,pro,3,297
2026-11,C0501,pro,5,495
2026-11,C0552,pro,2,198
2026-11,C0111,pro,3,297
2026-11,C0247,pro,4,396
2026-11,C0093,pro,3,297
2026-11,C0713,pro,4,396
2026-11,C0599,pro,1,99
2026-11,C0193,pro,3,297
2026-11,C0356,pro,3,297
2026-11,C0228,pro,3,297
2026-11,C0270,pro,3,297
2026-11,C0574,pro,2,198
2026-11,C0411,pro,3,297
2026-11,C0468,pro,2,198
2026-11,C0724,pro,3,297
2026-11,C0400,pro,3,297
2026-11,C0655,pro,4,396
2026-11,C0202,pro,3,297
2026-11,C0150,pro,1,99
2026-11,C0373,pro,4,396
2026-11,C0243,pro,3,297
2026-11,C0063,pro,3,297
2026-11,C0457,pro,4,396
2026-11,C0695,pro,3,297
2026-11,C0337,pro,4,396
2026-11,C0364,pro,5,495
2026-11,C0484,pro,4,396
2026-11,C0298,pro,3,297
2026-11,C0065,pro,3,297
2026-11,C0395,pro,2,198
2026-11,C0226,pro,4,396
2026-11,C0460,pro,3,297
2026-11,C0693,pro,2,198
2026-11,C0195,pro,5,495
2026-11,C0250,pro,3,297
2026-11,C0706,pro,4,396
2026-11,C0387,pro,4,396
2026-11,C0654,pro,3,297
2026-11,C0715,pro,5,495
2026-11,C0038,pro,4,396
2026-11,C0096,pro,3,297
2026-11,C0719,pro,3,297
2026-11,C0567,pro,4,396
2026-11,C0665,pro,3,297
2026-11,C0509,pro,3,297
2026-11,C0639,pro,4,396
2026-11,C0668,pro,5,495
2026-11,C0159,pro,5,495
2026-11,C0308,pro,4,396
2026-11,C0262,pro,5,495
2026-11,C0437,pro,4,396
2026-11,C0705,pro,2,198
2026-11,C0562,pro,2,198
2026-11,C0664,pro,2,198
2026-11,C0549,pro,5,495
2026-11,C0510,pro,3,297
2026-11,C0384,pro,2,198
2026-11,C0145,pro,4,396
2026-11,C0615,pro,3,297
2026-11,C0420,pro,5,495
2026-11,C0530,pro,2,198
2026-11,C0227,pro,1,99
2026-11,C0282,pro,4,396
2026-11,C0694,pro,3,297
2026-11,C0040,pro,3,297
2026-11,C0327,pro,4,396
2026-11,C0361,pro,4,396
2026-11,C0144,pro,4,396
2026-11,C0199,pro,3,297
2026-11,C0118,pro,2,198
2026-11,C0029,pro,4,396
2026-11,C0658,pro,2,198
2026-11,C0620,pro,4,396
2026-11,C0279,pro,2,198
2026-11,C0323,pro,2,198
2026-11,C0047,pro,2,198
2026-11,C0143,pro,3,297
2026-11,C0229,pro,3,297
2026-11,C0594,pro,4,396
2026-11,C0317,pro,4,396
2026-11,C0703,pro,4,396
2026-11,C0355,pro,3,297
2026-11,C0276,pro,4,396
2026-11,C0722,pro,5,495
2026-11,C0736,pro,4,396
2026-11,C0132,pro,3,297
2026-11,C0496,pro,3,297
2026-11,C0023,pro,4,396
2026-11,C0463,pro,2,198
2026-11,C0581,pro,3,297
2026-11,C0512,pro,4,396
2026-11,C0190,pro,1,99
2026-11,C0636,pro,4,396
2026-11,C0107,pro,4,396
2026-11,C0561,pro,4,396
2026-11,C0016,pro,3,297
2026-11,C0469,pro,3,297
2026-11,C0288,pro,4,396
2026-11,C0625,pro,2,198
2026-11,C0621,pro,3,297
2026-11,C0479,pro,3,297
2026-11,C0474,pro,3,297
2026-11,C0253,pro,5,495
2026-11,C0035,pro,3,297
2026-11,C0462,pro,4,396
2026-11,C0676,pro,3,297
2026-11,C0517,pro,2,198
2026-11,C0157,pro,4,396
2026-11,C0646,pro,4,396
2026-11,C0302,pro,4,396
2026-11,C0342,pro,5,495
2026-11,C0375,pro,2,198
2026-11,C0683,pro,4,396
2026-11,C0286,pro,5,495
2026-11,C0650,pro,5,495
2026-11,C0483,pro,6,594
2026-11,C0657,pro,4,396
2026-11,C0082,pro,2,198
2026-11,C0396,pro,2,198
2026-11,C0737,pro,2,198
2026-11,C0295,pro,4,396
2026-11,C0142,pro,2,198
2026-11,C0632,pro,4,396
2026-11,C0707,pro,3,297
2026-11,C0242,pro,5,495
2026-11,C0690,pro,4,396
2026-11,C0419,pro,4,396
2026-11,C0223,pro,3,297
2026-11,C0219,pro,1,99
2026-11,C0272,pro,4,396
2026-11,C0739,pro,5,495
2026-11,C0731,pro,4,396
2026-11,C0729,pro,3,297
2026-11,C0601,pro,3,297
2026-11,C0609,pro,3,297
2026-11,C0442,pro,2,198
2026-11,C0372,pro,3,297
2026-11,C0175,pro,4,396
2026-11,C0652,pro,3,297
2026-11,C0603,pro,4,396
2026-11,C0156,pro,2,198
2026-11,C0049,pro,3,297
2026-11,C0100,pro,5,495
2026-11,C0121,pro,3,297
2026-11,C0709,pro,4,396
2026-11,C0377,pro,4,396
2026-11,C0513,pro,2,198
2026-11,C0188,pro,5,495
2026-11,C0206,pro,2,198
2026-11,C0577,pro,4,396
2026-11,C0099,pro,4,396
2026-11,C0684,pro,5,495
2026-11,C0297,pro,4,396
2026-11,C0498,pro,6,594
2026-11,C0697,pro,3,297
2026-11,C0036,pro,2,198
2026-11,C0346,pro,4,396
2026-11,C0732,pro,4,396
2026-11,C0423,pro,1,99
2026-11,C0307,pro,4,396
2026-11,C0614,pro,3,297
2026-11,C0081,pro,2,198
2026-11,C0001,pro,4,396
2026-11,C0379,pro,6,594
2026-11,C0057,pro,4,396
2026-11,C0385,pro,2,198
2026-11,C0334,pro,6,594
2026-11,C0537,pro,3,297
2026-11,C0547,pro,4,396
2026-11,C0378,pro,3,297
2026-11,C0399,pro,1,99
2026-11,C0018,pro,4,396
2026-11,C0031,pro,4,396
2026-11,C0198,pro,4,396
2026-11,C0452,pro,3,297
2026-11,C0177,pro,3,297
2026-11,C0492,pro,2,198
2026-11,C0667,pro,4,396
2026-11,C0230,pro,4,396
2026-11,C0013,pro,2,198
2026-11,C0147,pro,4,396
2026-11,C0520,pro,4,396
2026-11,C0365,pro,4,396
2026-11,C0605,pro,3,297
2026-11,C0675,pro,3,297
2026-11,C0499,pro,3,297
2026-11,C0595,pro,4,396
2026-11,C0208,pro,5,495
2026-11,C0430,pro,4,396
2026-11,C0312,pro,5,495
2026-11,C0464,pro,4,396
2026-11,C0544,pro,3,297
2026-11,C0424,pro,4,396
2026-11,C0591,pro,3,297
2026-11,C0413,pro,2,198
2026-11,C0680,pro,4,396
2026-11,C0240,pro,1,99
2026-11,C0532,pro,4,396
2026-11,C0151,pro,4,396
2026-11,C0376,pro,3,297
