month,customer_id,tokens_in,tokens_out,api_calls,usage_revenue
2026-12,C0755,586447,675028,100,756.8849999999999
2026-12,C0280,319294,750489,139,641.8697999999999
2026-12,C0760,319397,484030,160,482.0562
2026-12,C0060,969696,421740,96,834.8616
2026-12,C0234,680837,354028,146,620.919
2026-12,C0686,673256,315825,175,593.4485999999999
2026-12,C0294,347904,484881,126,499.67099999999994
2026-12,C0152,780180,709031,231,893.5266
2026-12,C0054,835338,26507,212,517.107
2026-12,C0507,847182,451362,145,779.1264
2026-12,C0440,471299,390955,0,517.3524
2026-12,C0363,562303,453693,179,609.5975999999999
2026-12,C0623,640836,153170,126,476.4036
2026-12,C0022,791044,405087,57,717.6786000000001
2026-12,C0115,964705,337608,183,781.3878000000001
2026-12,C0489,187380,607097,236,476.6862
2026-12,C0454,380046,455668,74,501.4284
2026-12,C0412,706091,66701,160,463.6752
2026-12,C0624,388864,384620,115,464.0904
2026-12,C0339,488612,358008,166,507.972
2026-12,C0747,384928,470252,160,513.108
2026-12,C0763,519474,755285,188,764.8554
2026-12,C0769,361775,328213,107,413.99280000000005
2026-12,C0777,578833,508324,141,652.2941999999999
2026-12,C0005,155742,548657,181,422.63939999999997
2026-12,C0122,511860,596800,102,665.196
2026-12,C0094,518676,633954,135,691.5780000000001
2026-12,C0191,495646,596743,190,655.4333999999999
2026-12,C0043,497183,719082,124,729.759
2026-12,C0600,513288,734147,137,748.4609999999999
2026-12,C0024,725124,544432,172,761.7336
2026-12,C0153,811994,482729,107,776.8338
2026-12,C0007,505174,295771,74,480.567
2026-12,C0248,658659,513928,155,703.5522
2026-12,C0403,517257,792499,72,785.8536
2026-12,C0285,546070,594294,131,684.2184
2026-12,C0213,622340,672242,85,776.7492000000001
2026-12,C0231,772060,428935,111,720.5969999999999
2026-12,C0641,515566,176590,115,415.29359999999997
2026-12,C0072,331191,399434,131,438.375
2026-12,C0602,492291,740592,97,739.7298
2026-12,C0179,549729,634585,127,710.5884
2026-12,C0134,293497,677790,45,582.7722
2026-12,C0586,952959,543854,124,898.0878
2026-12,C0438,649982,439839,137,653.8925999999999
2026-12,C0220,535247,585330,151,672.3462
2026-12,C0637,790561,835964,205,975.915
2026-12,C0196,385030,707060,126,655.2539999999999
2026-12,C0710,532726,655903,65,713.1773999999999
2026-12,C0553,336926,864277,108,720.7217999999999
2026-12,C0720,858024,678262,189,921.7716
2026-12,C0634,680843,740504,112,852.8081999999999
2026-12,C0672,564511,451736,189,609.7482
2026-12,C0429,614931,609725,124,734.7936
2026-12,C0241,216721,710344,63,556.239
2026-12,C0322,540649,591181,112,679.098
2026-12,C0485,744398,873738,92,970.8815999999999
2026-12,C0635,493268,290767,62,470.42099999999994
2026-12,C0745,748198,416745,81,698.9658
2026-12,C0237,450628,986116,197,862.0464
2026-12,C0352,274040,406466,76,408.30359999999996
2026-12,C0540,177994,412629,92,354.3738
2026-12,C0183,351800,568810,79,552.366
2026-12,C0128,401707,645378,179,628.251
2026-12,C0080,570292,600888,165,702.708
2026-12,C0055,659508,425369,31,650.9262
2026-12,C0490,588425,575502,110,698.3562
2026-12,C0505,505149,560586,57,639.4409999999999
2026-12,C0525,1048339,99248,165,688.5522
2026-12,C0604,721107,534276,111,753.2298
2026-12,C0616,620171,763616,136,830.2722
2026-12,C0666,570228,502867,92,643.857
2026-12,C0754,987507,490109,119,886.5695999999999
2026-12,C0178,712670,482607,174,717.1662
2026-12,C0704,477566,375947,177,512.1078
2026-12,C0701,665870,632251,105,778.8726
2026-12,C0528,604268,128235,157,439.5018
2026-12,C0734,424242,408235,135,499.48619999999994
2026-12,C0140,607580,423696,141,618.7656000000001
2026-12,C0146,410379,447678,103,514.8342
2026-12,C0733,348346,362423,102,426.46139999999997
2026-12,C0570,1068007,473334,172,924.8045999999999
2026-12,C0207,856718,808349,149,999.0401999999999
2026-12,C0090,535503,767773,226,781.9656
2026-12,C0730,1073656,625583,80,1019.5434
2026-12,C0406,662616,667165,163,797.8685999999999
2026-12,C0593,835667,405616,134,744.7697999999999
2026-12,C0390,742175,595881,94,802.8336
2026-12,C0381,787999,423568,63,726.9402
2026-12,C0630,607792,345127,121,571.7514
2026-12,C0350,517868,437922,167,573.4739999999999
2026-12,C0360,369912,522484,161,535.4376
2026-12,C0212,702887,504775,145,724.5972
2026-12,C0478,620969,457153,130,646.8732
2026-12,C0079,578904,115982,119,416.93159999999995
2026-12,C0009,640076,514012,137,692.4527999999999
2026-12,C0551,468291,241163,65,425.6724
2026-12,C0735,619684,646756,84,759.864
2026-12,C0098,776417,690712,82,880.2774
2026-12,C0592,564446,413728,113,586.9044
2026-12,C0471,264255,248313,82,307.5408
2026-12,C0679,676997,651652,80,797.1893999999999
2026-12,C0325,313608,323713,170,382.3926
2026-12,C0748,970565,619607,96,954.1032
2026-12,C0588,188262,731710,168,551.9832
2026-12,C0687,1008668,557762,67,939.858
2026-12,C0548,522098,493204,46,609.1812
2026-12,C0685,791119,323015,106,668.4804
2026-12,C0061,799239,338355,63,682.5564
2026-12,C0214,393830,187340,172,348.70199999999994
2026-12,C0211,352482,337694,115,414.10560000000004
2026-12,C0717,385545,739389,150,674.9603999999999
2026-12,C0166,42700,212753,155,153.27179999999998
2026-12,C0758,540371,289483,144,497.9124
2026-12,C0578,869042,696769,165,939.4866
2026-12,C0236,661747,814800,211,885.9282
2026-12,C0149,826663,360007,193,712.0020000000001
2026-12,C0102,684000,591737,112,765.4422000000001
2026-12,C0563,537296,585131,111,673.4562
2026-12,C0171,474408,572839,130,628.3482
2026-12,C0353,792186,733171,117,915.2142
2026-12,C0682,456653,377312,164,500.379
2026-12,C0201,439692,671450,192,666.6852
2026-12,C0014,862963,666961,166,917.9544
2026-12,C0370,223560,436995,0,396.33299999999997
2026-12,C0643,373607,519017,83,535.5744
2026-12,C0252,417620,451515,194,521.481
2026-12,C0300,246621,753190,158,599.8866
2026-12,C0347,515674,552938,100,641.1672
2026-12,C0740,536485,383438,147,551.9538
2026-12,C0088,708344,283413,91,595.0541999999999
2026-12,C0056,455757,675348,114,678.663
2026-12,C0224,201331,598817,123,480.0888
2026-12,C0689,646856,557185,83,722.4245999999999
2026-12,C0264,312857,501275,120,488.47919999999993
2026-12,C0314,1002339,492314,126,896.7918
2026-12,C0263,657412,664382,74,793.0764
2026-12,C0158,482579,522325,100,602.9424
2026-12,C0277,18024,651383,8,401.6442
2026-12,C0670,372435,400347,244,463.6692
2026-12,C0560,550691,269390,109,492.04859999999996
2026-12,C0380,910060,22078,115,559.2828
2026-12,C0333,775046,355805,122,678.5106000000001
2026-12,C0405,669906,878660,58,929.1396
2026-12,C0184,602368,310648,151,547.8095999999999
2026-12,C0702,663878,224091,76,532.7814
2026-12,C0780,715852,322082,43,622.7604
2026-12,C0545,394187,568365,184,577.5312
2026-12,C0662,290452,720874,175,606.7956
2026-12,C0467,510984,755248,135,759.7392
2026-12,C0475,817025,595471,261,847.4976
2026-12,C0508,629989,521337,104,690.7956
2026-12,C0459,360253,661027,90,612.7679999999999
2026-12,C0119,798381,578743,134,826.2744
2026-12,C0580,596698,386229,187,589.7562
2026-12,C0671,592721,504164,135,658.131
2026-12,C0519,648769,420178,109,641.3681999999999
2026-12,C0274,574606,433065,182,604.6026
2026-12,C0275,788548,343841,163,679.4333999999999
2026-12,C0470,554037,381294,89,561.1985999999999
2026-12,C0506,629056,489996,222,671.4311999999999
2026-12,C0318,655075,489098,81,686.5038
2026-12,C0332,677909,230312,203,544.9326
2026-12,C0765,308722,725197,177,620.3514
2026-12,C0465,743233,803787,81,928.212
2026-12,C0642,729579,516080,49,747.3954
2026-12,C0651,813853,468146,141,769.1994
2026-12,C0232,183933,406102,78,354.02099999999996
2026-12,C0538,358553,276739,132,381.1752
2026-12,C0084,359328,797554,170,694.1292
2027-01,C0721,345939,712159,161,634.8588
2027-01,C0557,1046207,551014,198,958.3326
2027-01,C0573,24698,298228,0,193.7556
2027-01,C0129,845307,199296,158,626.7618
2027-01,C0610,791537,576107,72,820.5864
2027-01,C0251,602050,671055,220,763.8629999999999
2027-01,C0728,939330,491501,153,858.4985999999999
2027-01,C0106,475398,532887,100,604.971
2027-01,C0261,398128,335230,166,440.0148
2027-01,C0315,725011,612489,175,802.5
2027-01,C0606,796308,369993,148,699.7805999999999
2027-01,C0382,362920,469707,155,499.5762
2027-01,C0458,970284,633531,144,962.289
2027-01,C0516,342400,520660,124,517.8359999999999
2027-01,C0101,453885,488662,86,565.5282
2027-01,C0015,265301,564972,123,498.1638
2027-01,C0633,1141043,496334,147,982.4261999999999
2027-01,C0791,831102,916559,208,1048.5966
2027-01,C0645,356986,589771,39,568.0541999999999
2027-01,C0374,493487,309957,123,482.06639999999993
2027-01,C0797,462954,578569,86,624.9137999999999
2027-01,C0673,739561,431785,145,702.8076
2027-01,C0477,484661,695865,42,708.3156
2027-01,C0794,998321,106353,243,662.8044
2027-01,C0622,156937,125160,63,169.2582
2027-01,C0343,223623,471392,163,417.00899999999996
2027-01,C0788,632469,619867,209,751.4016
2027-01,C0133,753766,600891,124,812.7941999999999
2027-01,C0125,681410,633655,54,789.039
2027-01,C0404,676581,561453,138,742.8204000000001
2027-01,C0402,821200,276795,202,658.7969999999999
2027-01,C0564,438342,704464,105,685.6836
2027-01,C0786,733330,588507,149,793.1021999999999
2027-01,C0266,770443,392171,167,697.5684
2027-01,C0417,409918,144075,81,332.3958
2027-01,C0089,653800,400751,191,632.7306
2027-01,C0345,762756,567035,116,797.8746
2027-01,C0711,694460,712886,152,844.4076
2027-01,C0020,377842,158712,137,321.9324
2027-01,C0059,694462,319198,128,608.1959999999999
2027-01,C0086,621608,490028,112,666.9816
2027-01,C0135,501905,499462,156,600.8202
2027-01,C0681,686991,653686,150,804.4061999999999
2027-01,C0033,1031963,386188,156,850.8906000000001
2027-01,C0712,927541,53775,88,588.7896
2027-01,C0284,885665,554953,155,864.3707999999999
2027-01,C0398,661795,579472,99,744.7602
2027-01,C0427,670952,492660,92,698.1672
2027-01,C0696,871329,367436,66,743.259
2027-01,C0433,903322,265475,70,701.2782
2027-01,C0218,681765,605928,192,772.6157999999999
2027-01,C0534,552544,392365,178,566.9454
2027-01,C0768,433651,460470,119,536.4725999999999
2027-01,C0612,474233,823545,218,778.6668
2027-01,C0790,631643,316943,106,569.1516
2027-01,C0421,544392,551603,129,657.5969999999999
2027-01,C0409,192686,161721,182,212.64419999999998
2027-01,C0661,616653,768811,69,831.2783999999999
2027-01,C0597,464127,536312,24,600.2633999999999
2027-01,C0388,586953,521462,47,665.049
2027-01,C0045,782302,484398,164,760.02
2027-01,C0494,651191,433475,124,650.7995999999999
2027-01,C0627,737265,560830,181,778.857
2027-01,C0052,774588,605641,130,828.1374
2027-01,C0640,883737,449677,55,800.0484
2027-01,C0678,805318,587326,147,835.5864
2027-01,C0044,486377,214788,61,420.69899999999996
2027-01,C0521,461276,792889,55,752.4989999999999
2027-01,C0032,447675,514530,157,577.323
2027-01,C0287,259771,422204,140,409.185
2027-01,C0511,799929,313224,87,667.8918
2027-01,C0221,992534,644984,138,982.5108
2027-01,C0524,372338,371859,202,446.5182
2027-01,C0472,630676,370733,30,600.8453999999999
2027-01,C0556,707448,603308,140,786.4536
2027-01,C0077,705343,471303,165,705.9875999999999
2027-01,C0692,758874,562055,96,792.5574
2027-01,C0723,388507,624149,97,607.5935999999999
2027-01,C0481,656728,405098,68,637.0956
2027-01,C0571,371011,505903,136,526.1483999999999
2027-01,C0341,283768,525564,168,485.5992
2027-01,C0795,417414,669007,111,651.8526
2027-01,C0064,532697,237920,118,462.37019999999995
2027-01,C0497,661322,345421,96,604.0458
2027-01,C0139,487902,791683,63,767.751
2027-01,C0819,677109,661004,120,802.8678
2027-01,C0066,622889,229973,0,511.71719999999993
2027-01,C0698,920956,654314,214,945.1619999999999
2027-01,C0714,303198,319725,136,373.7538
2027-01,C0708,408306,302912,81,426.7308
2027-01,C0476,687147,369273,184,633.852
2027-01,C0649,587221,692096,176,767.5902
2027-01,C0738,565038,734873,153,779.9466
2027-01,C0432,499391,501709,167,600.66
2027-01,C0451,481414,473478,128,572.9352
2027-01,C0522,583638,323235,79,544.1238
2027-01,C0542,649488,445810,229,657.1788
2027-01,C0656,742853,552109,96,776.9771999999999
2027-01,C0772,823381,503955,145,796.4016
2027-01,C0501,423963,465027,149,533.394
2027-01,C0552,438299,414692,109,511.79459999999995
2027-01,C0111,613472,789943,132,842.049
2027-01,C0247,742138,619708,67,817.1075999999999
2027-01,C0093,383570,563260,164,568.098
2027-01,C0802,851523,399849,104,750.8232
2027-01,C0713,640544,802870,65,866.0484
2027-01,C0599,619660,716354,54,801.6084
2027-01,C0193,945744,730673,175,1005.8501999999999
2027-01,C0356,816898,505945,66,793.7058000000001
2027-01,C0228,551137,316781,92,520.7508
2027-01,C0270,708516,678972,176,832.4928
2027-01,C0574,390540,606864,161,598.4424
2027-01,C0411,415447,0,128,249.26819999999998
2027-01,C0468,783233,237934,148,612.7002
2027-01,C0724,337923,421916,113,455.90340000000003
2027-01,C0803,763233,725906,158,893.4834
2027-01,C0400,515433,531573,103,628.2036
2027-01,C0655,190642,639455,126,498.05819999999994
2027-01,C0202,500712,689880,128,714.3552000000001
2027-01,C0150,616468,701377,146,790.707
2027-01,C0373,581706,460743,124,625.4694000000001
2027-01,C0804,516717,398189,120,548.9436
2027-01,C0243,683573,569259,0,751.6992
2027-01,C0063,597876,96438,142,416.5884
2027-01,C0457,696507,671709,115,820.9295999999999
2027-01,C0337,741882,478671,124,732.3318
2027-01,C0364,330903,683178,172,608.4485999999999
2027-01,C0779,294652,143747,178,263.0394
2027-01,C0484,983802,729941,221,1028.2458
2027-01,C0298,488495,439519,175,556.8084
2027-01,C0065,714819,425928,184,684.4482
2027-01,C0744,453291,673082,0,675.8238
2027-01,C0395,659039,391995,153,630.6204
2027-01,C0774,725524,516441,157,745.179
2027-01,C0226,464647,832972,135,778.5713999999999
2027-01,C0460,417945,405533,131,494.0867999999999
2027-01,C0693,590626,452743,21,626.0214
2027-01,C0195,844586,420672,109,759.1548
2027-01,C0250,478122,184181,121,397.3818
2027-01,C0706,469195,749592,125,731.2722
2027-01,C0387,461090,786478,160,748.5408
2027-01,C0654,720300,409191,90,677.6945999999999
2027-01,C0816,742673,345824,118,653.0982
2027-01,C0798,575150,573951,84,689.4606
2027-01,C0715,890587,379930,48,762.3102
2027-01,C0038,772997,536610,117,785.7642
2027-01,C0096,302279,491258,114,476.1222
2027-01,C0806,757990,380710,87,683.22
2027-01,C0719,726287,512375,131,743.1972
2027-01,C0776,666998,322276,161,593.5644
2027-01,C0567,676873,451927,178,677.28
2027-01,C0665,449118,482358,91,558.8856
2027-01,C0509,336231,726436,85,637.6002
2027-01,C0639,512288,569075,178,648.8178
2027-01,C0668,355669,453195,126,485.3184
2027-01,C0159,496952,427455,81,554.6442
2027-01,C0308,732605,320790,190,632.0369999999999
2027-01,C0262,761717,612881,242,824.7588
2027-01,C0437,489434,889395,58,827.2973999999999
2027-01,C0705,565471,330697,72,537.7008
2027-01,C0562,654420,589061,149,746.0885999999999
2027-01,C0664,606374,610559,88,730.1598
2027-01,C0549,768448,123469,148,535.1502
2027-01,C0510,348547,95869,76,266.64959999999996
2027-01,C0384,404887,686637,152,654.9143999999999
2027-01,C0145,754044,238667,97,595.6265999999999
2027-01,C0615,866533,642853,195,905.6315999999999
2027-01,C0420,1246573,339512,133,951.651
2027-01,C0530,703313,718591,57,853.1424
2027-01,C0227,509985,396739,125,544.0344
2027-01,C0282,363926,539705,48,542.1786
2027-01,C0694,663308,335901,118,599.5254
2027-01,C0040,899104,717927,164,970.2185999999999
2027-01,C0327,344791,343341,75,412.87919999999997
2027-01,C0361,570963,325030,97,537.5958
2027-01,C0144,509276,145854,105,393.078
2027-01,C0199,525119,887424,166,847.5257999999999
2027-01,C0118,473518,635907,131,665.655
2027-01,C0029,428316,536688,21,579.0024
2027-01,C0658,1159408,767702,13,1156.2659999999998
2027-01,C0620,444480,384919,105,497.63939999999997
2027-01,C0279,743317,343715,147,652.2191999999999
2027-01,C0323,1006702,229489,112,741.7146
2027-01,C0761,589002,128368,71,430.42199999999997
2027-01,C0047,474246,334730,112,485.38559999999995
2027-01,C0143,407264,450252,119,514.5096
2027-01,C0229,244285,420277,177,398.7372
2027-01,C0594,619483,405249,172,614.8392
2027-01,C0317,646738,403334,38,630.0432
2027-01,C0703,424199,500914,196,555.0678
2027-01,C0355,654964,516883,111,703.1082
2027-01,C0276,553352,811024,81,818.6256
2027-01,C0722,471435,665363,208,682.0788
2027-01,C0736,634541,505618,147,684.0954
2027-01,C0132,926215,814241,169,1044.2736
2027-01,C0496,517631,826290,50,806.3526
2027-01,C0023,1021917,425471,79,868.4327999999999
2027-01,C0463,806568,713769,130,912.2022
2027-01,C0581,584178,361051,165,567.1374
2027-01,C0512,690346,578770,197,761.4696
2027-01,C0636,367080,584002,62,570.6492
2027-01,C0107,831397,305274,113,682.0026
2027-01,C0561,696400,211907,116,544.9842
2027-01,C0016,427288,870578,124,778.7196
2027-01,C0469,812048,536378,56,809.0555999999999
2027-01,C0621,693259,537294,174,738.3318
2027-01,C0756,712700,480670,124,716.0219999999999
2027-01,C0479,285498,711587,145,598.251
2027-01,C0474,610708,619818,54,738.3156
2027-01,C0253,727913,353679,130,648.9552
2027-01,C0035,653100,360128,45,607.9368
2027-01,C0462,808617,477756,118,771.8238
2027-01,C0750,469378,824651,157,776.4173999999999
2027-01,C0676,377671,619976,156,598.5882
2027-01,C0517,442823,367709,173,486.3192
2027-01,C0818,474428,637060,91,666.8928
2027-01,C0766,600278,361753,170,577.2185999999999
2027-01,C0157,164536,480163,197,386.8194
2027-01,C0646,793831,554017,63,808.7088
2027-01,C0302,391043,241980,142,379.8138
2027-01,C0342,259920,417837,125,406.65419999999995
2027-01,C0375,827332,381718,143,725.43
2027-01,C0683,428971,573852,129,601.6938
2027-01,C0812,528394,684606,158,727.8
2027-01,C0286,824352,272944,95,658.3776
2027-01,C0650,810851,389359,124,720.126
2027-01,C0814,593272,690795,74,770.4402
2027-01,C0483,458521,588637,78,628.2947999999999
2027-01,C0657,796548,343516,127,684.0384
2027-01,C0082,592357,465029,123,634.4316
2027-01,C0757,762703,640720,208,842.0538
2027-01,C0737,828220,424860,147,751.848
2027-01,C0295,661993,457056,170,671.4294
2027-01,C0753,581593,460148,156,625.0446
2027-01,C0142,531402,734758,92,759.696
2027-01,C0632,837324,143176,143,588.3
2027-01,C0707,665304,199600,54,518.9424
2027-01,C0242,447132,630486,101,646.5708
2027-01,C0690,609367,620639,91,738.0036
2027-01,C0419,698747,666741,91,819.2928
2027-01,C0219,567702,787673,63,813.225
2027-01,C0751,741194,500674,95,745.1207999999999
2027-01,C0272,799191,442732,161,745.1537999999999
2027-01,C0739,460496,738703,96,719.5194
2027-01,C0731,763432,341419,77,662.9106
2027-01,C0729,632202,676464,114,785.1995999999999
2027-01,C0601,364342,456502,101,492.5064
2027-01,C0793,300672,201082,32,301.0524
2027-01,C0609,698164,795257,44,896.0526
2027-01,C0442,492231,795398,139,772.5773999999999
2027-01,C0372,607352,698780,140,783.6792
2027-01,C0743,795614,456716,13,751.3979999999999
2027-01,C0175,372101,603325,197,585.2556
2027-01,C0800,720154,293839,84,608.3958
2027-01,C0652,994785,436312,136,858.6582
2027-01,C0603,512318,531733,115,626.4305999999999
2027-01,C0156,695729,595285,63,774.6084
2027-01,C0049,719258,651624,55,822.5292000000001
2027-01,C0100,336019,479348,184,489.2202
2027-01,C0121,608363,469998,66,647.0166
2027-01,C0709,424642,389941,67,488.74979999999994
2027-01,C0377,718028,748066,110,879.6564
2027-01,C0513,901276,397515,155,779.2746
2027-01,C0188,763314,183818,70,568.2792
2027-01,C0206,771621,367571,159,683.5151999999999
2027-01,C0577,637863,501370,84,683.5397999999999
2027-01,C0099,629629,771928,76,840.9342
2027-01,C0684,880853,295971,126,706.0944000000001
2027-01,C0810,572388,443562,66,609.57
2027-01,C0297,643631,374620,205,610.9506
2027-01,C0498,877512,416030,159,776.1252
2027-01,C0697,413946,456904,110,522.51
2027-01,C0036,335997,382836,155,431.29979999999995
2027-01,C0346,627352,636910,112,758.5572
2027-01,C0732,329306,486236,146,489.3252
2027-01,C0423,829977,424022,133,752.3994
2027-01,C0307,216630,601036,96,490.5996
2027-01,C0614,474682,221609,74,417.7746
2027-01,C0081,460043,446167,146,543.726
2027-01,C0001,688961,468918,84,694.7273999999999
2027-01,C0379,159768,600580,173,456.20879999999994
2027-01,C0057,406092,342236,135,448.99679999999995
2027-01,C0385,548067,485633,36,620.22
2027-01,C0334,556398,580741,83,682.2833999999999
2027-01,C0537,635511,971905,88,964.4495999999999
2027-01,C0547,411300,504895,72,549.717
2027-01,C0378,621219,531049,169,691.3608
2027-01,C0741,465214,540737,94,603.5706
2027-01,C0399,179686,886437,107,639.6738
2027-01,C0018,652450,347262,120,599.8272
2027-01,C0031,808654,171067,138,587.8326
2027-01,C0198,339528,630566,159,582.0564
2027-01,C0452,217523,524926,95,445.46939999999995
2027-01,C0177,551104,623510,136,704.7684
2027-01,C0492,351699,368135,124,431.90039999999993
2027-01,C0667,576527,635436,121,727.1777999999999
2027-01,C0230,615362,565284,93,708.3875999999999
2027-01,C0013,765929,652224,151,850.8918
2027-01,C0147,816065,515372,127,798.8621999999999
2027-01,C0520,500512,385185,137,531.4182
2027-01,C0365,592289,400299,55,595.5527999999999
2027-01,C0605,623054,511222,0,680.5656
2027-01,C0675,595874,327244,214,553.8708
2027-01,C0499,744126,520932,4,759.0348
2027-01,C0764,372097,690877,113,637.7843999999999
2027-01,C0312,112818,413486,69,315.7824
2027-01,C0464,379851,625046,93,602.9382
2027-01,C0544,990050,637293,87,976.4058
2027-01,C0424,277823,363826,110,384.9894
2027-01,C0775,398424,611084,89,605.7048
2027-01,C0591,477807,379925,158,514.6392
2027-01,C0413,300334,733979,172,620.5878
2027-01,C0680,400919,500115,90,540.6204
2027-01,C0240,588131,721068,39,785.5194
2027-01,C0532,651010,408461,98,635.6826
2027-01,C0151,971019,463960,153,860.9874
2027-01,C0376,504238,482757,199,592.197
2027-01,C0108,1003428,764292,191,1060.632
2027-01,C0778,459487,727087,83,711.9444
2027-01,C0148,475172,310797,121,471.58140000000003
2027-01,C0338,535297,650197,109,711.2964
2027-01,C0167,507690,556822,69,638.7072
2027-01,C0699,196188,545907,146,445.257
2027-01,C0762,274275,227168,114,300.8658
2027-01,C0617,528506,603241,230,679.0482000000001
2027-01,C0354,664722,503100,171,700.6931999999999
2027-01,C0369,278072,305557,65,350.1774
2027-01,C0358,500897,140105,81,384.60119999999995
2027-01,C0309,444259,460124,79,542.6298
2027-01,C0628,1034274,582018,42,969.7751999999999
2027-01,C0310,1003111,461050,136,878.4966000000001
2027-01,C0124,632312,715146,145,808.4748000000001
2027-01,C0008,497388,449702,84,568.254
2027-01,C0087,656121,459253,157,669.2244
2027-01,C0030,796825,778660,126,945.2909999999999
2027-01,C0461,362293,805158,136,700.4706
2027-01,C0222,573954,294517,183,521.0826
2027-01,C0582,521260,233909,221,453.10139999999996
2027-01,C0771,157768,392020,116,329.8728
2027-01,C0773,379234,696136,146,645.2219999999999
2027-01,C0770,463552,180020,95,386.1432
2027-01,C0344,360372,544772,156,543.0864
2027-01,C0407,512603,489482,199,601.251
2027-01,C0169,267389,405685,242,403.84439999999995
2027-01,C0611,935347,581799,179,910.2876
2027-01,C0366,609620,589368,117,719.3928
2027-01,C0050,872414,465194,182,802.5648
2027-01,C0579,531969,622041,143,692.406
2027-01,C0653,601421,489395,95,654.4896
2027-01,C0170,512806,676940,115,713.8476
2027-01,C0162,837722,333062,135,702.4704
2027-01,C0726,814827,237305,101,631.2792000000001
2027-01,C0383,528507,396903,209,555.246
2027-01,C0283,565520,242277,53,484.6782
2027-01,C0718,357724,584318,90,565.2252
2027-01,C0293,566817,335049,57,541.1196
2027-01,C0691,633854,475678,77,665.7191999999999
2027-01,C0225,665963,611876,193,766.7034
2027-01,C0669,780492,539229,132,791.8326
2027-01,C0660,437130,495999,116,559.8774
2027-01,C0422,521460,538138,103,635.7588
2027-01,C0012,527698,512922,202,624.372
2027-01,C0259,490991,339079,117,498.04200000000003
2027-01,C0808,1072463,643682,116,1029.687
2027-01,C0428,389072,480470,0,521.7252
2027-01,C0316,507993,762453,34,762.2675999999999
2027-01,C0742,531312,632667,83,698.3874
2027-01,C0368,759547,942146,80,1021.0157999999999
2027-01,C0021,577337,395160,114,583.4982
2027-01,C0443,531894,198632,132,438.31559999999996
2027-01,C0647,581026,673640,57,752.7995999999999
2027-01,C0784,636173,490141,96,675.7884
2027-01,C0194,729367,322674,111,631.2245999999999
2027-01,C0434,483116,289958,156,463.84439999999995
2027-01,C0258,783293,496526,88,767.8914
2027-01,C0210,838515,637869,95,885.8303999999999
2027-01,C0584,429399,317594,124,448.1958
2027-01,C0114,707101,517266,218,734.6202
2027-01,C0558,852509,429563,165,769.2431999999999
2027-01,C0137,1023837,749439,43,1063.9656
2027-01,C0321,636595,658523,120,777.0708
2027-01,C0749,336106,420965,119,454.2426
2027-01,C0589,413052,504423,142,550.485
2027-01,C0782,873638,414095,150,772.6397999999999
2027-01,C0255,453107,704875,114,694.7891999999999
2027-01,C0426,915989,790176,106,1023.699
2027-01,C0503,797658,502575,227,780.1397999999999
2027-01,C0568,480607,512392,116,595.7994
2027-01,C0076,554258,275278,151,497.72159999999997
2027-01,C0097,822467,629742,103,871.3254000000001
2027-01,C0235,482904,509722,207,595.5756
2027-01,C0392,527853,814960,103,805.6878
2027-01,C0306,1025942,626632,180,991.5444
2027-01,C0328,715300,629326,159,806.7755999999999
2027-01,C0335,385545,96250,109,289.077
2027-01,C0596,641954,302826,124,566.8679999999999
2027-01,C0357,512425,381289,161,536.2284
2027-01,C0416,595670,485241,60,648.5466
2027-01,C0631,399922,667230,141,640.2912
2027-01,C0466,542976,659743,108,721.6314
2027-01,C0204,418453,718098,42,681.9305999999999
2027-01,C0559,804259,175588,135,587.9082
2027-01,C0590,351952,380159,95,439.2666
2027-01,C0136,492347,357014,0,509.61659999999995
2027-01,C0455,1018705,587009,108,963.4283999999999
2027-01,C0126,661815,556241,78,730.8336
2027-01,C0811,752550,558182,119,786.4391999999999
2027-01,C0160,465360,496574,125,577.1604
2027-01,C0326,583886,666069,172,749.973
2027-01,C0585,327062,681570,142,605.1791999999999
2027-01,C0619,334698,518472,150,511.90199999999993
2027-01,C0123,465448,405193,136,522.3846
2027-01,C0025,860020,108133,92,580.8918
2027-01,C0500,382851,524722,191,544.5437999999999
2027-01,C0155,671274,843221,59,908.6969999999999
2027-01,C0320,812551,420180,119,739.6386
2027-01,C0246,847715,454603,170,781.3908
2027-01,C0444,604268,690749,136,777.0102
2027-01,C0539,1197004,153390,64,810.2364
2027-01,C0613,522914,535357,110,634.9626
2027-01,C0809,504277,313590,122,490.7202
2027-01,C0048,509001,666929,136,705.558
2027-01,C0716,395570,611433,121,604.2018
2027-01,C0189,295439,489273,63,470.82719999999995
2027-01,C0305,693237,587858,257,768.657
2027-01,C0324,206650,607818,131,488.6808
2027-01,C0514,505238,665191,0,702.2574000000001
2027-01,C0801,723672,535828,165,755.6999999999999
2027-01,C0138,497205,640506,128,682.6265999999999
2027-01,C0495,787894,309396,164,658.3739999999999
2027-01,C0781,716080,682923,70,839.4018
2027-01,C0415,590541,456719,120,628.356
2027-01,C0351,610350,545105,89,693.2729999999999
2027-01,C0550,620934,306390,143,556.3943999999999
2027-01,C0607,320028,553185,101,523.9277999999999
2027-01,C0053,568184,570410,129,683.1564
2027-01,C0393,617465,599021,156,729.8916
2027-01,C0543,668772,734449,162,841.9326
2027-01,C0531,465130,728118,155,715.9488
2027-01,C0041,394442,708019,128,661.4766
